date,Battery (Charging) -  MW,Pumps -  MW,Coal (Brown) -  MW,Coal (Black) -  MW,Bioenergy (Biogas) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2023-09-12 13:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9355.67,0.00,0.00
2023-09-12 14:00,-35.48,-571.00,1766.50,4274.33,19.32,7.72,0.00,28.50,187.97,20.51,0.00,42.98,30.55,418.23,1003.00,3166.67,8961.67,0.00,0.00
2023-09-12 14:30,-83.02,-547.98,2607.67,6725.33,29.32,11.63,0.00,40.50,314.98,30.18,0.00,67.02,18.53,691.77,1628.33,4768.33,8017.50,0.00,2.98
2023-09-12 15:00,-40.59,-286.58,2616.00,6786.17,28.53,12.80,0.00,40.83,380.00,26.56,0.00,67.32,38.64,695.83,1687.00,4952.00,7132.92,0.00,-12.37
2023-09-12 15:30,-30.13,-285.18,2770.17,7248.67,27.93,12.53,0.00,40.83,536.30,0.47,0.00,67.13,39.68,779.30,1628.83,5024.00,6175.08,0.00,-13.57
2023-09-12 16:00,-89.23,-252.94,2927.50,8158.17,28.68,12.67,0.00,43.33,726.27,0.48,0.00,67.19,61.20,823.45,1891.83,4710.00,4917.17,0.00,-27.75
2023-09-12 16:30,-59.75,-43.75,3287.67,9085.17,29.00,12.87,0.00,65.67,857.68,0.47,0.00,67.65,41.49,1089.32,1932.50,4159.67,3540.08,0.00,21.82
2023-09-12 17:00,-72.42,-14.56,3847.17,10602.83,28.72,12.77,0.00,63.00,914.17,100.75,0.00,67.23,39.51,1939.33,1699.00,2917.50,2159.21,0.00,69.05
2023-09-12 17:30,-7.61,0.00,4116.67,11570.33,28.88,12.50,0.00,59.83,1065.33,524.90,7.71,67.19,114.42,3275.00,1564.83,1213.60,1020.89,0.00,95.68
2023-09-12 18:00,-10.60,0.00,4262.83,12084.83,29.04,12.68,-0.02,59.83,1188.67,1342.95,47.62,68.01,178.17,3972.83,1594.67,193.17,318.71,0.00,129.30
2023-09-12 18:30,-3.30,0.00,4297.17,12234.33,28.64,12.20,0.00,59.00,1285.17,1654.83,47.79,67.45,296.98,4124.50,1750.50,8.95,54.57,0.00,154.30
2023-09-12 19:00,-5.24,0.00,4301.67,12245.67,28.76,11.80,0.00,60.00,1285.33,1613.83,127.10,67.84,273.73,3988.33,1841.50,0.39,3.79,0.00,140.10
2023-09-12 19:30,-23.70,0.00,4317.17,12221.83,28.67,11.00,-0.03,62.00,1217.67,1266.67,113.72,66.92,50.61,3946.67,1836.67,0.37,0.00,0.00,115.20
2023-09-12 20:00,-15.51,0.00,4308.00,12293.33,28.89,10.10,0.00,60.50,1173.33,1035.35,105.71,66.79,66.74,3717.00,1858.67,0.89,0.00,0.00,87.87
2023-09-12 20:30,-5.40,0.00,4318.00,12384.67,28.70,9.77,-0.02,63.50,1068.33,758.77,116.16,66.76,185.25,3594.67,1880.67,0.84,0.00,0.00,125.40
2023-09-12 21:00,-5.84,0.00,4300.67,12270.17,28.83,9.43,-0.10,60.83,1053.50,555.03,88.43,66.49,199.32,3513.83,1889.17,1.17,0.00,0.00,120.80
2023-09-12 21:30,-3.45,0.00,4287.17,12013.50,28.92,8.58,-0.08,59.83,1034.33,408.40,88.85,67.43,195.35,3342.33,1963.50,2.08,0.00,0.00,116.90
2023-09-12 22:00,-12.04,0.00,4286.17,11918.67,29.09,13.12,-0.05,59.33,1009.73,152.68,88.58,67.06,108.94,3026.83,1998.17,0.83,0.00,0.00,97.40
2023-09-12 22:30,-14.61,0.00,4294.33,11659.50,29.00,26.90,-0.07,59.00,929.30,79.56,88.47,66.09,20.98,2947.83,2082.67,1.62,0.00,0.00,105.20
2023-09-12 23:00,-42.60,0.00,4310.33,11475.17,28.95,23.20,-0.10,59.33,825.35,75.27,83.01,65.68,3.19,2740.33,2097.33,1.88,0.00,0.00,92.00
2023-09-12 23:30,-58.87,0.00,4310.50,11422.50,28.83,23.90,-0.10,59.50,610.98,24.81,74.62,64.89,3.38,2761.17,2123.00,1.87,0.00,0.00,105.30
2023-09-13 00:00,-10.11,0.00,4331.33,11335.33,28.88,23.05,-0.05,59.17,609.62,12.70,0.00,64.61,25.36,2546.17,2058.67,0.42,0.00,0.00,112.90
2023-09-13 00:30,-19.94,0.00,4323.33,11183.50,29.05,26.75,-0.08,57.83,570.63,8.57,0.00,64.59,32.50,2306.83,2032.00,0.21,0.00,0.00,121.30
2023-09-13 01:00,-32.67,0.00,4333.00,11026.83,29.08,29.68,-0.10,57.83,534.10,7.14,0.00,65.44,72.38,2036.00,2057.83,0.21,0.00,0.00,85.06
2023-09-13 01:30,-54.94,0.00,4336.50,10655.67,28.94,32.75,-0.08,58.33,547.17,-0.54,0.00,64.67,56.33,2055.83,2012.00,0.21,0.00,0.00,98.96
2023-09-13 02:00,-49.54,0.00,4321.00,10379.00,29.20,36.77,1.25,56.33,550.08,-0.20,0.00,63.84,28.12,1890.83,2059.33,0.21,0.00,0.00,123.70
2023-09-13 02:30,-36.50,0.00,4177.00,9997.83,29.29,29.35,-0.07,42.67,496.68,0.17,0.00,64.17,17.71,1934.83,2164.00,0.21,0.00,0.00,108.80
2023-09-13 03:00,-33.88,0.00,4159.17,9814.33,28.93,24.82,-0.10,41.67,481.13,0.34,0.00,64.09,5.52,1911.17,2179.33,0.21,0.00,0.00,82.06
2023-09-13 03:30,-28.16,0.00,4151.17,9791.67,29.21,20.43,-0.05,40.50,472.87,0.16,0.00,63.35,12.74,1830.50,2159.50,0.21,0.00,0.00,83.56
2023-09-13 04:00,-66.77,0.00,4160.50,9810.00,29.06,20.13,-0.05,41.67,472.87,0.17,0.00,63.33,11.62,1859.33,2081.67,1.55,0.00,0.00,79.41
2023-09-13 04:30,-76.09,0.00,4169.00,9872.17,28.55,22.13,-0.10,40.67,470.30,-0.53,0.00,63.51,0.49,2087.00,1955.50,2.12,0.00,0.00,83.14
2023-09-13 05:00,-194.92,0.00,4202.50,10258.50,28.71,31.32,-0.10,40.67,471.05,-0.18,0.00,64.24,11.57,2167.33,1961.50,2.35,0.00,0.00,84.40
2023-09-13 05:30,-121.27,0.00,4296.67,10785.67,29.25,27.18,-0.03,40.33,467.75,-0.02,0.00,64.13,3.19,2318.67,1945.67,2.22,0.37,0.00,83.94
2023-09-13 06:00,-50.04,0.00,4335.83,11121.33,29.17,22.87,-0.05,40.17,472.73,-0.02,0.00,64.02,9.85,2890.17,1908.33,3.37,17.05,0.00,113.00
2023-09-13 06:30,-21.57,0.00,4337.33,11347.67,28.74,23.58,-0.10,40.00,598.47,47.47,0.00,63.09,98.25,3561.83,1815.67,203.11,195.00,0.00,279.80
2023-09-13 07:00,-77.13,0.00,4319.67,11351.83,27.12,26.37,-0.10,40.00,524.43,154.69,0.00,62.65,87.58,3188.33,1712.00,1325.25,840.43,0.00,158.30
2023-09-13 07:30,-52.67,0.00,4334.67,10361.33,28.83,22.45,-0.02,41.00,473.00,137.26,0.00,60.04,113.22,2063.17,1669.83,3202.17,1991.02,0.00,58.56
2023-09-13 08:00,-119.81,-81.52,4303.17,8920.33,28.96,27.52,0.00,41.50,468.12,9.21,0.00,64.75,22.83,1535.00,1556.33,4717.50,3438.00,0.00,27.04
2023-09-13 08:30,-176.63,-244.88,4190.83,7726.83,29.30,27.20,-0.08,41.33,316.18,16.04,0.00,62.85,127.78,1276.50,1419.50,5130.83,4989.50,0.00,8.58
2023-09-13 09:00,-136.16,-245.07,4135.50,6903.17,29.55,27.37,-0.07,40.83,130.57,30.43,0.00,61.94,17.97,1143.67,1256.67,4952.83,6461.92,0.00,2.63
2023-09-13 09:30,-276.57,-450.72,3862.83,6309.50,29.07,23.92,0.00,41.33,119.82,30.01,0.00,60.11,9.11,1180.00,1047.82,4889.67,7775.42,0.00,13.55
2023-09-13 10:00,-171.93,-515.78,3491.17,5859.17,29.18,26.75,0.00,41.17,133.08,30.27,0.00,48.46,1.55,974.95,927.60,4919.00,8748.25,0.00,-18.33
2023-09-13 10:30,-137.58,-727.12,3140.17,5833.83,29.66,28.28,0.00,41.67,168.35,30.27,0.00,50.29,151.21,728.85,915.87,4872.67,9480.67,0.00,-18.56
2023-09-13 11:00,-146.97,-726.38,2824.83,5784.50,28.89,26.20,-0.05,41.50,173.08,30.30,0.00,52.25,30.57,717.77,966.72,4949.50,9958.67,0.00,-19.69
2023-09-13 11:30,-382.98,-724.93,2658.50,5799.50,29.30,27.58,0.00,41.83,173.30,29.93,0.00,50.86,4.69,731.75,979.38,4964.17,10212.83,0.00,-15.49
2023-09-13 12:00,-371.38,-878.88,2648.67,5673.83,28.36,27.83,0.00,41.00,205.60,29.95,0.00,50.60,0.40,710.43,980.18,5052.33,10451.50,0.00,-33.83
2023-09-13 12:30,-148.35,-924.10,2654.33,5698.33,29.61,29.23,0.00,41.50,197.63,30.03,0.00,44.84,45.80,636.35,984.43,4928.83,10470.00,0.00,-18.02
2023-09-13 13:00,-121.74,-924.25,2627.00,6212.33,29.28,26.48,0.00,41.67,173.10,30.47,0.00,50.79,253.73,567.12,950.67,4702.83,10080.83,0.00,9.97
2023-09-13 13:30,-67.48,-923.28,2623.00,6263.00,29.63,28.72,0.00,41.00,172.57,30.04,0.00,49.73,147.02,557.70,1048.50,4786.33,9676.67,0.00,-26.53
2023-09-13 14:00,-43.20,-922.50,2626.67,6427.83,29.99,32.23,0.00,41.00,192.00,29.74,0.00,51.74,17.01,559.77,1127.83,4801.00,9243.92,0.00,-8.26
2023-09-13 14:30,-191.77,-923.48,2708.67,6759.50,29.83,31.12,0.00,40.50,230.17,29.35,0.00,56.68,38.67,647.62,1132.00,4819.83,8587.33,0.00,30.97
2023-09-13 15:00,-277.35,-595.03,2896.83,6725.17,29.34,27.05,0.00,40.83,258.27,29.16,0.00,61.53,31.10,896.22,1238.83,4829.00,7673.33,0.00,-16.71
2023-09-13 15:30,-105.72,-441.28,3089.50,6941.50,29.47,31.92,0.00,43.67,262.65,29.18,0.00,65.76,43.70,1032.33,1244.67,5067.00,6626.33,0.00,29.15
2023-09-13 16:00,-30.40,-406.57,3415.17,7944.00,29.37,35.07,0.00,66.67,366.58,7.32,0.00,67.33,137.99,1060.83,1208.67,4905.83,5272.42,0.00,36.69
2023-09-13 16:30,-94.56,-90.88,3792.83,8919.17,28.56,36.55,0.00,64.17,595.08,-0.21,0.00,64.32,261.47,1467.33,1215.83,4133.67,3744.92,0.00,41.67
2023-09-13 17:00,-14.06,0.00,4129.83,10068.50,29.60,32.03,0.00,72.83,791.52,93.81,0.00,61.12,102.18,2530.50,1196.00,2942.33,2242.15,0.00,133.00
2023-09-13 17:30,-89.07,0.00,4302.17,11059.00,28.80,41.13,0.00,89.67,1066.62,901.58,24.40,61.85,152.33,3396.50,1179.83,1159.90,1045.03,0.00,147.90
2023-09-13 18:00,-148.43,0.00,4392.33,11702.33,28.06,40.45,0.00,177.00,1261.83,1112.50,189.95,60.60,145.38,4118.50,1267.00,208.89,315.13,0.00,138.30
2023-09-13 18:30,-198.48,0.00,4417.00,12111.33,27.77,37.48,0.00,188.00,1335.00,1170.67,182.65,60.69,294.13,4344.17,1282.33,11.72,54.16,0.00,155.50
2023-09-13 19:00,-77.80,0.00,4412.67,12345.33,28.83,31.60,0.00,186.67,1326.17,1019.97,130.53,61.13,182.27,4248.17,1369.50,0.74,4.06,0.00,118.20
2023-09-13 19:30,-38.80,0.00,4415.00,12282.67,28.86,36.18,0.00,141.00,1268.17,885.62,88.83,61.69,74.51,4040.00,1428.00,0.60,0.01,0.00,86.91
2023-09-13 20:00,-27.05,0.00,4428.50,12188.17,28.83,37.68,0.00,66.00,1140.83,833.23,90.17,61.65,55.88,3854.00,1593.33,0.56,0.00,0.00,87.40
2023-09-13 20:30,-13.05,0.00,4424.50,12120.67,28.95,33.82,-0.05,61.50,948.07,748.18,89.54,62.19,13.33,3485.83,1849.33,0.56,0.00,0.00,86.73
2023-09-13 21:00,-35.23,0.00,4418.50,11948.50,28.89,33.55,-0.10,60.33,938.13,675.00,88.78,62.39,6.64,3065.83,2160.83,0.56,0.00,0.00,85.44
2023-09-13 21:30,-23.82,0.00,4382.67,11530.17,28.95,32.00,-0.07,59.83,938.22,459.40,75.54,61.15,9.63,3031.67,2279.67,0.56,0.00,0.00,86.48
2023-09-13 22:00,-17.07,0.00,4411.50,11016.50,29.07,31.08,-0.03,58.83,934.23,330.03,1.71,61.32,62.83,2984.00,2332.00,0.56,0.00,0.00,86.86
2023-09-13 22:30,-12.62,0.00,4418.50,10716.50,29.17,34.33,-0.05,59.50,875.12,127.96,0.00,60.91,329.33,2674.00,2516.67,0.56,0.00,0.00,87.77
2023-09-13 23:00,-14.80,0.00,4414.50,10399.67,29.68,33.48,-0.08,58.67,790.70,57.09,0.00,61.21,191.86,2592.00,2748.33,0.56,0.00,0.00,88.01
2023-09-13 23:30,-72.48,0.00,4417.67,10374.33,30.11,25.18,-0.02,59.50,747.88,49.53,0.00,61.19,81.23,2324.17,3094.33,0.56,0.00,0.00,52.49
2023-09-14 00:00,-47.13,0.00,4416.67,10313.83,30.01,26.28,0.00,60.17,593.03,-0.71,0.00,60.98,67.46,2084.00,3219.00,0.56,0.00,0.00,66.74
2023-09-14 00:30,-36.64,0.00,4402.50,10285.83,30.22,27.40,-0.03,60.00,393.88,-0.78,0.00,61.57,42.18,1887.67,3227.83,0.63,0.00,0.00,61.03
2023-09-14 01:00,-21.74,0.00,4297.83,10169.33,29.97,21.75,-0.07,59.50,278.15,15.04,0.00,60.81,23.33,1697.67,3328.50,0.66,0.00,0.00,49.43
2023-09-14 01:30,-12.07,0.00,4114.50,9918.00,28.47,22.60,0.00,59.17,129.53,30.03,0.00,61.23,22.83,1631.83,3464.00,0.66,0.00,0.00,48.39
2023-09-14 02:00,-18.23,0.00,3902.50,9664.83,28.82,28.87,0.00,59.17,118.43,30.14,0.00,61.39,18.17,1476.67,3676.33,0.66,0.00,0.00,31.06
2023-09-14 02:30,-11.99,0.00,3718.00,9428.50,29.14,32.87,0.00,59.33,117.98,30.40,0.00,58.17,15.71,1313.17,3805.50,0.63,0.00,0.00,32.35
2023-09-14 03:00,-6.94,0.00,3461.00,9331.67,29.11,32.10,-0.07,58.83,117.82,30.22,0.00,59.00,14.35,1209.67,3985.50,0.56,0.00,0.00,29.78
2023-09-14 03:30,-10.44,0.00,3181.17,9317.00,28.81,28.97,-0.10,60.33,118.17,30.21,0.00,62.49,6.68,1187.00,4084.83,0.64,0.00,0.00,20.77
2023-09-14 04:00,-18.68,0.00,3119.33,9358.17,28.85,31.77,-0.03,58.67,117.38,30.05,0.00,64.19,1.84,1023.60,4291.17,0.67,0.00,0.00,17.75
2023-09-14 04:30,-3.26,0.00,3119.67,9579.67,29.18,28.35,0.00,59.00,118.13,29.77,0.00,67.84,12.82,887.43,4322.17,0.67,0.00,0.00,17.71
2023-09-14 05:00,-9.78,0.00,3130.50,9931.00,28.88,29.98,-0.08,60.00,117.93,29.82,0.00,68.17,14.52,903.35,4383.83,0.67,0.00,0.00,17.93
2023-09-14 05:30,-11.71,0.00,3120.33,10400.50,28.92,39.30,-0.08,58.50,118.13,29.20,0.00,70.13,40.37,1109.67,4427.00,0.67,0.43,0.00,19.76
2023-09-14 06:00,-68.56,0.00,3231.67,10944.50,34.18,42.08,0.00,55.83,117.93,29.50,0.00,70.17,6.53,1358.83,4526.17,4.82,18.58,0.00,27.08
2023-09-14 06:30,-33.17,0.00,3346.33,11069.83,39.39,43.18,0.00,40.33,118.18,29.61,0.00,70.35,27.07,1972.00,4647.33,213.05,205.65,0.00,35.47
2023-09-14 07:00,-30.75,0.00,3424.00,10642.50,35.07,35.72,-0.03,40.00,118.25,29.07,0.00,70.27,51.10,1558.17,4780.50,1310.57,856.92,0.00,37.72
2023-09-14 07:30,-32.33,0.00,3237.50,9157.83,30.30,41.18,-0.03,41.17,117.83,30.51,0.00,67.47,4.28,1166.83,4617.67,3108.00,2022.22,0.00,6.82
2023-09-14 08:00,-130.41,-81.47,3138.83,7912.17,30.13,41.43,-0.01,41.67,118.32,30.51,0.00,65.45,16.17,1020.50,4138.33,4308.50,3491.08,0.00,-19.07
2023-09-14 08:30,-135.71,-244.03,2852.00,7225.67,28.04,34.67,0.00,41.17,117.97,29.92,0.00,68.80,87.87,995.90,3586.17,4692.00,5056.67,0.00,-12.52
2023-09-14 09:00,-121.52,-289.82,2682.00,6724.50,23.81,24.90,0.00,41.83,118.40,30.64,0.00,66.32,186.15,992.98,3088.17,4446.83,6461.92,0.00,-36.21
2023-09-14 09:30,-119.05,-532.60,2654.00,6338.17,23.77,26.95,0.00,41.67,118.17,30.32,0.00,68.80,88.94,936.07,2623.67,4515.83,7681.67,0.00,-4.57
2023-09-14 10:00,-274.06,-552.02,2452.50,6034.50,23.50,25.97,0.00,40.83,118.07,29.04,0.00,68.28,66.63,788.60,2658.33,4382.33,8572.50,0.00,-14.34
2023-09-14 10:30,-322.60,-846.85,2449.00,5890.67,24.06,27.18,0.00,40.50,118.00,28.85,0.00,66.93,41.83,701.70,2549.83,4385.50,9339.33,0.00,-38.97
2023-09-14 11:00,-239.00,-925.40,2461.33,5684.50,23.75,25.72,0.00,40.83,118.35,28.77,0.00,64.46,26.01,677.25,2308.17,4403.67,9977.33,0.00,-23.75
2023-09-14 11:30,-234.23,-925.02,2471.00,5590.83,23.62,27.05,0.00,40.83,117.77,29.53,0.00,64.78,39.70,636.35,2116.67,4548.17,10316.00,0.00,-8.55
2023-09-14 12:00,-237.05,-924.27,2441.00,5564.33,23.36,25.63,0.00,40.00,119.75,28.99,0.00,62.33,257.18,625.55,1933.83,4373.50,10477.58,0.00,-38.01
2023-09-14 12:30,-159.75,-922.22,2494.33,5578.17,23.30,25.20,0.00,42.17,130.18,29.48,0.00,64.71,337.27,613.42,1586.17,4500.67,10548.67,0.00,-32.30
2023-09-14 13:00,-186.38,-921.90,2452.50,5624.67,23.16,23.58,0.00,40.83,138.03,29.05,0.00,68.51,73.57,594.48,1906.00,4701.17,10305.75,0.00,-0.14
2023-09-14 13:30,-81.27,-887.83,2467.00,5848.67,27.43,26.65,0.00,41.33,169.78,29.55,0.00,68.29,31.73,624.15,2005.50,4672.67,9762.83,0.00,23.20
2023-09-14 14:00,-112.64,-661.78,2439.67,6001.50,28.83,26.12,0.00,40.67,210.50,29.02,0.00,68.21,94.95,626.52,2257.50,4742.33,8958.25,0.00,4.45
2023-09-14 14:30,-271.18,-527.03,2444.67,6160.33,28.92,27.63,0.00,40.50,279.15,29.47,0.00,67.93,12.45,613.60,2707.33,4836.50,8074.83,0.00,5.53
2023-09-14 15:00,-298.50,-364.40,2471.00,6483.00,28.93,26.33,0.02,42.00,373.78,30.21,0.00,68.00,29.70,698.35,2827.00,4770.67,7152.67,0.00,-0.54
2023-09-14 15:30,-222.46,-276.73,2506.17,6929.50,28.90,27.67,0.07,42.17,430.48,30.27,0.00,68.06,41.40,752.22,3175.50,4756.50,6034.17,0.00,22.77
2023-09-14 16:00,-94.85,-210.24,2546.83,7577.83,29.01,30.63,0.09,41.33,504.75,29.95,0.00,68.18,82.15,810.35,3422.67,4682.50,4778.75,0.00,23.50
2023-09-14 16:30,-95.15,0.00,2845.83,8949.17,28.91,35.28,0.11,42.17,554.80,29.68,0.00,68.11,262.17,957.83,3543.67,3718.00,3290.17,0.00,41.54
2023-09-14 17:00,-65.54,0.00,3404.67,10117.17,29.00,45.17,0.08,40.00,576.53,30.83,0.00,68.33,281.95,1636.83,3960.50,2282.33,1870.39,0.00,64.70
2023-09-14 17:30,-6.03,0.00,3678.50,10927.50,28.98,45.47,0.08,40.83,666.50,63.29,0.00,68.60,287.07,2408.67,4360.33,889.18,896.23,0.00,42.07
2023-09-14 18:00,-72.06,0.00,3821.67,11526.67,28.78,43.67,0.08,40.33,737.25,44.10,0.00,67.77,272.58,2978.17,4963.67,142.39,284.70,0.00,108.50
2023-09-14 18:30,-53.90,0.00,3708.17,11766.33,28.86,39.45,0.08,40.00,713.25,145.70,0.00,69.27,190.30,2992.50,5606.83,6.05,45.18,0.00,74.16
2023-09-14 19:00,-18.47,0.00,3685.83,11769.17,28.70,42.00,0.05,41.83,648.98,141.40,0.00,69.11,54.20,2812.67,5860.83,0.50,2.60,0.00,56.26
2023-09-14 19:30,-7.82,0.00,3480.17,11638.17,28.67,40.60,0.05,41.00,593.23,133.46,0.00,69.00,31.16,2560.00,6144.00,0.49,0.00,0.00,41.59
2023-09-14 20:00,-76.82,0.00,3233.50,11573.17,28.68,38.92,0.03,41.33,562.97,31.63,0.00,65.30,13.46,2278.83,6348.67,0.49,0.00,0.00,28.60
